1	base	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	5.839	163840000	0	20000	0	5.70 3.93 18	132	190766555
1	shard4-mi	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	4.190	163840000	0	20000	0	0.13 7.86 112	186	192298842
1	base	128	d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	4.184	81920000	0	10000	10000	3.18 1.95 20	262	196065360
1	base	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09	4.291	81920000	0	10000	10000	3.24 1.82 27	262	194168392
1	shard4-mi	128	d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	3.465	81920000	0	10000	10000	0.14 3.49 56	330	196617502
1	shard4-mi	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09	3.390	81920000	0	10000	10000	0.16 0.78 2	330	196617502
1	base	128	d15,d16,d17,d18,d19	4.617	40960000	0	5000	15000	1.82 0.95 16	520	204778949
1	base	128	d10,d11,d12,d13,d14	4.761	40960000	0	5000	15000	1.78 0.90 17	520	204778949
1	base	128	d05,d06,d07,d08,d09	4.768	40960000	0	5000	15000	1.78 0.80 28	520	204778949
1	base	128	d00,d01,d02,d03,d04	4.461	40960000	0	5000	15000	1.86 0.96 14	520	204778949
1	shard4-mi	128	d00,d01,d02,d03,d04	3.350	40960000	0	5000	15000	0.20 0.00 1	616	212448020
1	shard4-mi	128	d15,d16,d17,d18,d19	3.727	40960000	0	5000	15000	0.15 1.81 41	616	212448020
1	shard4-mi	128	d10,d11,d12,d13,d14	3.796	40960000	0	5000	15000	0.14 1.73 30	616	212448020
1	shard4-mi	128	d05,d06,d07,d08,d09	3.754	40960000	0	5000	15000	0.14 1.55 49	616	212448020
2	base	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	5.670	163840000	0	20000	0	5.54 3.64 16	132	189466521
2	shard4-mi	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	4.156	163840000	0	20000	0	0.11 7.68 96	162	190812095
2	base	128	d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	4.253	81920000	0	10000	10000	3.34 1.99 16	263	197101746
2	base	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09	4.239	81920000	0	10000	10000	3.31 1.98 17	263	197101746
2	shard4-mi	128	d10,d11,d12,d13,d14,d15,d16,d17,d18,d19	3.447	81920000	0	10000	10000	0.14 3.47 58	354	196282666
2	shard4-mi	128	d00,d01,d02,d03,d04,d05,d06,d07,d08,d09	3.472	81920000	0	10000	10000	0.22 0.00 1	354	196282666
2	base	128	d15,d16,d17,d18,d19	4.819	40960000	0	5000	15000	1.85 0.81 17	518	205994403
2	base	128	d05,d06,d07,d08,d09	4.749	40960000	0	5000	15000	1.90 0.00 1	518	205994403
2	base	128	d10,d11,d12,d13,d14	4.547	40960000	0	5000	15000	1.78 0.76 30	518	205994403
2	base	128	d00,d01,d02,d03,d04	4.616	40960000	0	5000	15000	1.84 0.84 20	518	205994403
2	shard4-mi	128	d10,d11,d12,d13,d14	3.559	40960000	0	5000	15000	0.14 1.84 35	646	207719768
2	shard4-mi	128	d15,d16,d17,d18,d19	3.509	40960000	0	5000	15000	0.14 1.62 58	646	207746336
2	shard4-mi	128	d00,d01,d02,d03,d04	3.634	40960000	0	5000	15000	0.15 1.74 21	646	207746336
2	shard4-mi	128	d05,d06,d07,d08,d09	3.820	40960000	0	5000	15000	0.15 1.88 43	646	207746336
