1	1	50707	0	2001	4327735296
1	4	23909	0	2001	4327735296
1	8	14365	0	2001	4327735296
1	16	15332	0	2001	4327735296
2	1	51096	0	2001	4327735296
2	4	15292	0	2001	4327735296
2	8	13907	0	2001	4327735296
2	16	14497	0	2001	4327735296


3	1	58580	0	2001	4327735296
3	4	15187	0	2001	4327735296
3	8	13840	0	2001	4327735296
3	16	14406	0	2001	4327735296
