w1	raw	256	small	2.164	163840000	0	20000	0.11 3.64 133	280	191887989	3.62	-1	5.25
w2	raw	256	small	2.195	163840000	0	20000	0.12 4.32 138	296	191140307	3.63	-1	5.43
w3	raw	256	small	2.182	163840000	0	20000	0.11 4.25 107	378	190233673	3.21	-1	5.24
w4	raw	256	small	2.223	163840000	0	20000	0.12 3.79 191	374	190256737	3.62	-1	5.28
w5	raw	256	small	2.143	163840000	0	20000	0.12 4.05 175	366	191597873	3.26	-1	5.31
w6	raw	256	small	2.203	163840000	0	20000	0.12 4.08 141	353	191519205	3.62	-1	5.31
w7	raw	256	small	2.200	163840000	0	20000	0.11 3.39 56	339	189652397	3.62	-1	5.20
w8	raw	256	small	2.186	163840000	0	20000	0.11 3.96 123	416	190145741	3.62	-1	5.26
w9	raw	256	small	2.191	163840000	0	20000	0.11 4.31 107	374	192949504	3.62	-1	5.34
w10	raw	256	small	2.136	163840000	0	20000	0.10 3.96 197	304	192315562	3.15	-1	5.40
w11	raw	256	small	2.164	163840000	0	20000	0.17 3.02 11	299	192063969	3.54	-1	5.31
w12	raw	256	small	2.274	163840000	0	20000	0.16 0.00 1	262	190406570	3.62	-1	5.15
w13	raw	256	small	2.244	163840000	0	20000	0.12 3.50 69	291	191275794	3.62	-1	5.23
w14	raw	256	small	2.221	163840000	0	20000	0.11 4.28 110	362	192131545	3.62	-1	5.32
w15	raw	256	small	2.143	163840000	0	20000	0.15 3.07 20	266	190839715	3.48	-1	5.22
w16	raw	256	small	2.145	163840000	0	20000	0.12 4.06 140	286	190870597	3.27	-1	5.28
w17	raw	256	small	2.190	163840000	0	20000	0.16 3.00 13	343	191612792	3.62	-1	5.22
w18	raw	256	small	2.185	163840000	0	20000	0.11 3.69 119	304	190723003	3.62	-1	5.45
w19	raw	256	small	2.199	163840000	0	20000	0.12 3.84 189	343	191629444	3.62	-1	5.30
w20	raw	256	small	2.166	163840000	0	20000	0.13 3.23 35	293	191280250	3.62	-1	5.40
w21	raw	256	small	2.144	163840000	0	20000	0.11 4.03 162	382	191500744	3.27	-1	5.46
w22	raw	256	small	2.169	163840000	0	20000	0.12 3.99 135	290	191152617	3.62	-1	5.40
w23	raw	256	small	2.184	163840000	0	20000	0.10 3.93 199	295	190482306	3.62	-1	5.38
w24	raw	256	small	2.178	163840000	0	20000	0.12 3.93 96	291	192203452	3.62	-1	5.37
w25	raw	256	small	2.119	163840000	0	20000	0.14 3.19 33	323	191414271	3.41	-1	5.25
w26	raw	256	small	2.231	163840000	0	20000	0.13 3.48 47	387	193092373	3.62	-1	5.40
w27	raw	256	small	2.125	163840000	0	20000	0.11 3.58 73	349	191197410	3.31	-1	5.21
w28	raw	256	small	2.171	163840000	0	20000	0.11 3.28 68	282	190979393	3.62	-1	5.19
w29	raw	256	small	2.123	163840000	0	20000	0.11 3.25 210	386	189829838	3.18	-1	5.08
w30	raw	256	small	2.121	163840000	0	20000	0.13 3.10 39	313	188902010	3.40	-1	5.05
w31	raw	256	small	2.251	163840000	0	20000	0.11 4.02 153	371	193703134	3.62	-1	5.32
w32	raw	256	small	2.143	163840000	0	20000	0.12 3.48 55	321	191630968	3.45	-1	5.28
w33	raw	256	small	2.152	163840000	0	20000	0.12 3.95 142	363	193391309	3.34	-1	5.31
w34	raw	256	small	2.188	163840000	0	20000	0.17 0.00 1	385	191888463	3.48	-1	5.38
w35	raw	256	small	2.230	163840000	0	20000	0.11 4.08 170	310	191931557	3.62	-1	5.33
w36	raw	256	small	2.167	163840000	0	20000	0.12 3.62 96	359	191700349	3.43	-1	5.27
w37	raw	256	small	2.160	163840000	0	20000	0.15 3.06 19	263	191134729	3.48	-1	5.28
w38	raw	256	small	2.198	163840000	0	20000	0.11 3.42 118	259	190435880	3.62	-1	5.22
w39	raw	256	small	2.126	163840000	0	20000	0.14 3.31 24	313	193369816	3.45	-1	5.41
w40	raw	256	small	2.181	163840000	0	20000	0.11 3.99 175	392	193086403	3.62	-1	5.33
w41	raw	256	small	2.132	163840000	0	20000	0.11 4.00 113	320	190509463	3.25	-1	5.14
w42	raw	256	small	2.134	163840000	0	20000	0.10 3.80 215	335	191896344	3.24	-1	5.30
w43	raw	256	small	2.173	163840000	0	20000	0.10 4.08 145	345	192325676	3.62	-1	5.30
w44	raw	256	small	2.224	163840000	0	20000	0.11 3.94 205	331	192209923	3.62	-1	5.37
w45	raw	256	small	2.172	163840000	0	20000	0.12 3.40 58	342	191952260	3.62	-1	5.28
w46	raw	256	small	2.163	163840000	0	20000	0.17 2.88 13	301	191524187	3.53	-1	5.12
w47	raw	256	small	2.208	163840000	0	20000	0.12 3.77 121	259	190705611	3.62	-1	5.26
w48	raw	256	small	2.116	163840000	0	20000	0.12 3.73 116	322	190752391	3.33	-1	5.19
w49	raw	256	small	2.179	163840000	0	20000	0.12 3.62 122	331	191058553	3.62	-1	5.22
w50	raw	256	small	2.142	163840000	0	20000	0.11 3.82 205	352	190703998	3.15	-1	5.25
w51	raw	256	small	2.100	163840000	0	20000	0.13 3.11 43	388	190973640	3.41	-1	5.20
w52	raw	256	small	2.261	163840000	0	20000	0.11 3.84 130	323	191293989	3.62	-1	5.21
w53	raw	256	small	2.137	163840000	0	20000	0.09 3.76 224	294	191014636	3.16	-1	5.23
w54	raw	256	small	2.188	163840000	0	20000	0.16 3.20 12	364	192961764	3.63	-1	5.47
w55	raw	256	small	2.194	163840000	0	20000	0.11 3.40 83	319	192747576	3.62	-1	5.32
w56	raw	256	small	2.159	163840000	0	20000	0.12 3.72 131	292	191416055	3.62	-1	5.25
w57	raw	256	small	2.140	163840000	0	20000	0.11 3.45 61	312	191973895	3.43	-1	5.24
w58	raw	256	small	2.143	163840000	0	20000	0.11 3.84 191	361	191982909	3.32	-1	5.27
w59	raw	256	small	2.202	163840000	0	20000	0.12 3.91 156	344	190562305	3.62	-1	5.25
w60	raw	256	small	2.170	163840000	0	20000	0.15 3.06 18	370	190813906	3.52	-1	5.24
w61	raw	256	small	2.159	163840000	0	20000	0.13 3.13 33	311	190896312	3.52	-1	5.25
w62	raw	256	small	2.165	163840000	0	20000	0.11 3.45 60	378	191603757	3.40	-1	5.26
w63	raw	256	small	2.166	163840000	0	20000	0.09 3.90 216	394	192529005	3.62	-1	5.33
w64	raw	256	small	2.167	163840000	0	20000	0.12 3.66 83	289	191602721	3.62	-1	5.22
w65	raw	256	small	2.197	163840000	0	20000	0.15 3.02 5	338	192109655	3.62	-1	5.33
