w66	raw	256	small	2.122	163840000	0	20000	0.14 3.14 30	372	191651920	3.45	-1	5.31
w67	raw	256	small	2.244	163840000	0	20000	0.11 3.99 157	306	192325398	3.62	-1	5.33
w68	raw	256	small	2.160	163840000	0	20000	0.11 3.89 205	373	191654396	3.62	-1	5.31
w69	raw	256	small	2.118	163840000	0	20000	0.12 3.30 40	321	191144668	3.42	-1	5.24
w70	raw	256	small	2.084	163840000	0	20000	0.11 3.59 68	303	191205730	3.29	-1	5.25
w71	raw	256	small	2.135	163840000	0	20000	0.16 3.06 12	314	191669187	3.43	-1	5.29
w72	raw	256	small	2.166	163840000	0	20000	0.12 3.51 63	385	191906233	3.62	-1	5.32
w73	raw	256	small	2.088	163840000	0	20000	0.12 4.10 107	315	191143225	3.33	-1	5.30
w74	raw	256	small	2.169	163840000	0	20000	0.11 3.51 115	267	191049026	3.39	-1	5.21
w75	raw	256	small	2.194	163840000	0	20000	0.11 3.45 65	345	193069724	3.62	-1	5.28
w76	raw	256	small	2.197	163840000	0	20000	0.09 3.84 179	328	193219854	3.62	-1	5.27
w77	raw	256	small	2.121	163840000	0	20000	0.11 3.85 238	325	191134197	3.26	-1	5.25
w78	raw	256	small	2.141	163840000	0	20000	0.11 3.38 85	302	191003686	3.44	-1	5.23
w79	raw	256	small	2.148	163840000	0	20000	0.11 3.52 89	351	191100364	3.39	-1	5.20
w80	raw	256	small	2.150	163840000	0	20000	0.12 3.79 93	336	190789420	3.40	-1	5.23
w81	raw	256	small	2.093	163840000	0	20000	0.12 3.90 115	325	189327460	3.20	-1	5.09
w82	raw	256	small	2.120	163840000	0	20000	0.11 3.75 165	344	189683811	3.13	-1	5.15
w83	raw	256	small	2.169	163840000	0	20000	0.11 3.97 184	362	192621839	3.33	-1	5.32
w84	raw	256	small	2.130	163840000	0	20000	0.11 3.86 200	322	192381215	3.21	-1	5.29
w85	raw	256	small	2.208	163840000	0	20000	0.14 3.21 29	375	193276777	3.62	-1	5.35
w86	raw	256	small	2.144	163840000	0	20000	0.13 3.33 50	367	193195847	3.62	-1	5.26
w87	raw	256	small	2.149	163840000	0	20000	0.12 4.07 113	282	192356098	3.29	-1	5.24
w88	raw	256	small	2.129	163840000	0	20000	0.12 3.42 49	298	190923367	3.42	-1	5.22
w89	raw	256	small	2.227	163840000	0	20000	0.12 3.86 118	314	191370431	3.62	-1	5.25
w90	raw	256	small	2.193	163840000	0	20000	0.14 2.96 24	306	191625478	3.62	-1	5.18
w91	raw	256	small	2.170	163840000	0	20000	0.09 3.70 196	296	190137512	3.12	-1	5.22
w92	raw	256	small	2.180	163840000	0	20000	0.11 3.90 184	390	191137443	3.23	-1	5.25
w93	raw	256	small	2.166	163840000	0	20000	0.17 0.00 1	363	189594582	3.47	-1	5.12
